description,ibkr-symbol,region,exchange,isin,just-etf,extra-etf
AMUNDI ITL GV BOND 1-3Y INC,BTP13,LU - Luxembourg,BVME.ETF*,LU1598691050,https://www.justetf.com/es/etf-profile.html?isin=LU1598691050,https://extraetf.com/es/etf-profile/LU1598691050
LYXOR BTP MONTHLY -1X INVERS,BTP1S,LU - Luxembourg,BVME.ETF*,LU1523098561,https://www.justetf.com/es/etf-profile.html?isin=LU1523098561,https://extraetf.com/es/etf-profile/LU1523098561
AMUNDI ITALY BTP DAILY -2X I,BTPS,FR - France,SBF*,FR0011023621,https://www.justetf.com/es/etf-profile.html?isin=FR0011023621,https://extraetf.com/es/etf-profile/FR0011023621
BUFFETTIQUE GROWTH ETP,BUFE,IE - Ireland,LSEETF*,XS2583354498,https://www.justetf.com/es/etf-profile.html?isin=XS2583354498,https://extraetf.com/es/etf-profile/XS2583354498
GX CYBERSECURITY UCITS,BUG,IE - Ireland,BVME.ETF*,IE00BMH5Y871,https://www.justetf.com/es/etf-profile.html?isin=IE00BMH5Y871,https://extraetf.com/es/etf-profile/IE00BMH5Y871
WT GOLD,BULLP,JE - Jersey,SBF*,GB00B15KXX56,https://www.justetf.com/es/etf-profile.html?isin=GB00B15KXX56,https://extraetf.com/es/etf-profile/GB00B15KXX56
AM NASDAQ-100 II-ETF E HA,BUNH,LU - Luxembourg,SWB*,LU1954152853,https://www.justetf.com/es/etf-profile.html?isin=LU1954152853,https://extraetf.com/es/etf-profile/LU1954152853
INVESCO GLOB BUYBACK ACHIEVE,BUYB,IE - Ireland,SBF*,IE00BLSNMW37,https://www.justetf.com/es/etf-profile.html?isin=IE00BLSNMW37,https://extraetf.com/es/etf-profile/IE00BLSNMW37
AMUND CAC40 DX2SHRT,BX4,FR - France,SBF*,FR0010411884,https://www.justetf.com/es/etf-profile.html?isin=FR0010411884,https://extraetf.com/es/etf-profile/FR0010411884
AMUND EURSTX 50 D -2X INVERS,BXX,FR - France,SBF*,FR0010424143,https://www.justetf.com/es/etf-profile.html?isin=FR0010424143,https://extraetf.com/es/etf-profile/FR0010424143
AMUNDI S&P 500 BUYBACK,BYBE,LU - Luxembourg,SBF*,LU1681048127,https://www.justetf.com/es/etf-profile.html?isin=LU1681048127,https://extraetf.com/es/etf-profile/LU1681048127
AMUNDI DIVDAX UCITS ETF,C003,LU - Luxembourg,IBIS*,LU2611731741,https://www.justetf.com/es/etf-profile.html?isin=LU2611731741,https://extraetf.com/es/etf-profile/LU2611731741
AMUNDI SDAX UCITS ETF,C005,LU - Luxembourg,IBIS*,LU2611732475,https://www.justetf.com/es/etf-profile.html?isin=LU2611732475,https://extraetf.com/es/etf-profile/LU2611732475
AMUNDI FAZ 100 UCITS ETF,C006,LU - Luxembourg,IBIS*,LU2611732129,https://www.justetf.com/es/etf-profile.html?isin=LU2611732129,https://extraetf.com/es/etf-profile/LU2611732129
AMUNDI MDAX ESG UCITS ETF,C007,LU - Luxembourg,IBIS*,LU2611731667,https://www.justetf.com/es/etf-profile.html?isin=LU2611731667,https://extraetf.com/es/etf-profile/LU2611731667
AMUNDI MSCI CHINA A II,C024,LU - Luxembourg,IBIS*,LU2572256746,https://www.justetf.com/es/etf-profile.html?isin=LU2572256746,https://extraetf.com/es/etf-profile/LU2572256746
AMUNDI DJ SWITZERLAND TITANS,C030,LU - Luxembourg,IBIS*,LU2611732632,https://www.justetf.com/es/etf-profile.html?isin=LU2611732632,https://extraetf.com/es/etf-profile/LU2611732632
AMUNDI EURO STXX30 DIVIDEND,C051,LU - Luxembourg,IBIS*,LU2611732558,https://www.justetf.com/es/etf-profile.html?isin=LU2611732558,https://extraetf.com/es/etf-profile/LU2611732558
AM FED FUNDS US D CASH-ETF D,C101,LU - Luxembourg,IBIS*,LU2090062352,https://www.justetf.com/es/etf-profile.html?isin=LU2090062352,https://extraetf.com/es/etf-profile/LU2090062352
AMUNDI MSCI UK IMI SRI PAB-C,C1U,LU - Luxembourg,SBF*,LU1437025023,https://www.justetf.com/es/etf-profile.html?isin=LU1437025023,https://extraetf.com/es/etf-profile/LU1437025023
OSSIAM ERP ESG MCHN LRN-2C,C2MV,LU - Luxembourg,EBS*,LU0811899946,https://www.justetf.com/es/etf-profile.html?isin=LU0811899946,https://extraetf.com/es/etf-profile/LU0811899946
INVESCO S&P CHINA A 300 SWAP,C300,IE - Ireland,BVME.ETF*,IE000K9Z3SF5,https://www.justetf.com/es/etf-profile.html?isin=IE000K9Z3SF5,https://extraetf.com/es/etf-profile/IE000K9Z3SF5
AMUNDI ETF GOVIES 0-6 MONTHS,C3M,FR - France,SBF*,FR0010754200,https://www.justetf.com/es/etf-profile.html?isin=FR0010754200,https://extraetf.com/es/etf-profile/FR0010754200
AMUNDI CAC 40 ESG,C40,LU - Luxembourg,SBF*,LU1681046931,https://www.justetf.com/es/etf-profile.html?isin=LU1681046931,https://extraetf.com/es/etf-profile/LU1681046931
AMUNDI CAC 40 UCITS,C4D,LU - Luxembourg,SBF*,LU1681047079,https://www.justetf.com/es/etf-profile.html?isin=LU1681047079,https://extraetf.com/es/etf-profile/LU1681047079
AMUNDI EURO STOXX 50 ETF DR,C50,LU - Luxembourg,SBF*,LU1681047236,https://www.justetf.com/es/etf-profile.html?isin=LU1681047236,https://extraetf.com/es/etf-profile/LU1681047236
IVZ S&P CHINA A MID 500 SWAP,C500,IE - Ireland,BVME.ETF*,IE0000FCGYF9,https://www.justetf.com/es/etf-profile.html?isin=IE0000FCGYF9,https://extraetf.com/es/etf-profile/IE0000FCGYF9
AMUNDI ETF STOXX EUROPE 50 U,C5E,FR - France,SBF*,FR0010790980,https://www.justetf.com/es/etf-profile.html?isin=FR0010790980,https://extraetf.com/es/etf-profile/FR0010790980
AMUNDI STOXX EUROPE 600 ESG,C6E,LU - Luxembourg,SBF*,LU1681040223,https://www.justetf.com/es/etf-profile.html?isin=LU1681040223,https://extraetf.com/es/etf-profile/LU1681040223
AMUNDI CAC 40,CAC,FR - France,SBF*,FR0007052782,https://www.justetf.com/es/etf-profile.html?isin=FR0007052782,https://extraetf.com/es/etf-profile/FR0007052782
AMUNDI CAC 40,CACC,FR - France,SBF*,FR0013380607,https://www.justetf.com/es/etf-profile.html?isin=FR0013380607,https://extraetf.com/es/etf-profile/FR0013380607
AMUND CAC MID 60 DR UCITS,CACM,FR - France,SBF*,FR0011041334,https://www.justetf.com/es/etf-profile.html?isin=FR0011041334,https://extraetf.com/es/etf-profile/FR0011041334
UBS ETF MSCI CANADA EUR,CAHEUA,LU - Luxembourg,EBS*,LU1130155606,https://www.justetf.com/es/etf-profile.html?isin=LU1130155606,https://extraetf.com/es/etf-profile/LU1130155606
UBSETF MSCI CANADA CAD A-ACC,CANA,LU - Luxembourg,BVME.ETF*,LU0950672807,https://www.justetf.com/es/etf-profile.html?isin=LU0950672807,https://extraetf.com/es/etf-profile/LU0950672807
OSSIAM SHLR BCLY CAPE ERP SV,CAPE,LU - Luxembourg,SBF*,LU1079842321,https://www.justetf.com/es/etf-profile.html?isin=LU1079842321,https://extraetf.com/es/etf-profile/LU1079842321
OSSIAM BRCL US SEC V-HEDIN1C,CAPH,LU - Luxembourg,EBS*,LU1446552652,https://www.justetf.com/es/etf-profile.html?isin=LU1446552652,https://extraetf.com/es/etf-profile/LU1446552652
OSSIAM SHILLER BRLY CAPE EUR,CAPU,LU - Luxembourg,SBF*,LU1079841273,https://www.justetf.com/es/etf-profile.html?isin=LU1079841273,https://extraetf.com/es/etf-profile/LU1079841273
WISDOMTREE CARBON,CARB,JE - Jersey,BVME.ETF*,JE00BP2PWW32,https://www.justetf.com/es/etf-profile.html?isin=JE00BP2PWW32,https://extraetf.com/es/etf-profile/JE00BP2PWW32
L&G E FUND MSCI CHINA A,CASH,IE - Ireland,AEB*,IE00BHBFDF83,https://www.justetf.com/es/etf-profile.html?isin=IE00BHBFDF83,https://extraetf.com/es/etf-profile/IE00BHBFDF83
CARDANO ADA STAKING BY LQD E,CASLEUR,CH - Switzerland,EBS*,CH1327686056,https://www.justetf.com/es/etf-profile.html?isin=CH1327686056,https://extraetf.com/es/etf-profile/CH1327686056
LYXOR MSCI WRLD CATHOLIC ESG,CATH,LU - Luxembourg,BVME.ETF*,LU2216829809,https://www.justetf.com/es/etf-profile.html?isin=LU2216829809,https://extraetf.com/es/etf-profile/LU2216829809
VANECK SMART HOME ETF,CAVE,IE - Ireland,AEB*,IE000FN81QD2,https://www.justetf.com/es/etf-profile.html?isin=IE000FN81QD2,https://extraetf.com/es/etf-profile/IE000FN81QD2
AMUNDI EURO GOV TILT GRN BON,CB3,LU - Luxembourg,SBF*,LU1681046261,https://www.justetf.com/es/etf-profile.html?isin=LU1681046261,https://extraetf.com/es/etf-profile/LU1681046261
LYXOR BUND FUTURE DAILY -1X,CBBFS,LU - Luxembourg,EBS*,LU0530119774,https://www.justetf.com/es/etf-profile.html?isin=LU0530119774,https://extraetf.com/es/etf-profile/LU0530119774
AMUNDI DAX UCITS ETF,CBDAX,LU - Luxembourg,EBS*,LU2611732046,https://www.justetf.com/es/etf-profile.html?isin=LU2611732046,https://extraetf.com/es/etf-profile/LU2611732046
FT CYBERSECURITY EURO HEDGED,CBEU,IE - Ireland,AEB*,IE000P16KP52,https://www.justetf.com/es/etf-profile.html?isin=IE000P16KP52,https://extraetf.com/es/etf-profile/IE000P16KP52
LYXOR STOXX EUROPE 600 ETF,CBEU6EUR,LU - Luxembourg,EBS*,LU0378434582,https://www.justetf.com/es/etf-profile.html?isin=LU0378434582,https://extraetf.com/es/etf-profile/LU0378434582
GS ACCESS CHINA GOV BD,CBND,IE - Ireland,BVME.ETF*,IE00BJSBCS90,https://www.justetf.com/es/etf-profile.html?isin=IE00BJSBCS90,https://extraetf.com/es/etf-profile/IE00BJSBCS90
UBS ETF EUR LIQ CORP SUST A,CBSEUAEUR,LU - Luxembourg,EBS*,LU1484799843,https://www.justetf.com/es/etf-profile.html?isin=LU1484799843,https://extraetf.com/es/etf-profile/LU1484799843
UBS ETF BBG US LIQ. C. SUST,CBSUS,LU - Luxembourg,BVME.ETF*,LU1215461085,https://www.justetf.com/es/etf-profile.html?isin=LU1215461085,https://extraetf.com/es/etf-profile/LU1215461085
UBS ETF BBG US LIQ. C. SSST.,CBSUSA,LU - Luxembourg,BVME.ETF*,LU1215461168,https://www.justetf.com/es/etf-profile.html?isin=LU1215461168,https://extraetf.com/es/etf-profile/LU1215461168
UBS ETF BBG US LIQ. C. SUST.,CBSUSE,LU - Luxembourg,EBS*,LU1215461325,https://www.justetf.com/es/etf-profile.html?isin=LU1215461325,https://extraetf.com/es/etf-profile/LU1215461325
ISHARES USD TREASURY 3-7YR,CBU7,IE - Ireland,AEB*,IE00B3VWN393,https://www.justetf.com/es/etf-profile.html?isin=IE00B3VWN393,https://extraetf.com/es/etf-profile/IE00B3VWN393
UBS ETF US L. C. H. EUR 1-5,CBUS5E,LU - Luxembourg,EBS*,LU1048315243,https://www.justetf.com/es/etf-profile.html?isin=LU1048315243,https://extraetf.com/es/etf-profile/LU1048315243
UBS ETF BAR. US LIQ. CORP.DH,CBUSD0,LU - Luxembourg,BVME.ETF*,LU1371467116,https://www.justetf.com/es/etf-profile.html?isin=LU1371467116,https://extraetf.com/es/etf-profile/LU1371467116
AMUN MC T ESG UCIT ETF-EUR C,CC1,LU - Luxembourg,SBF*,LU1681043912,https://www.justetf.com/es/etf-profile.html?isin=LU1681043912,https://extraetf.com/es/etf-profile/LU1681043912
AM IND EUR CORP SRI ETF 2 DR,CC4,LU - Luxembourg,SBF*,LU1681039647,https://www.justetf.com/es/etf-profile.html?isin=LU1681039647,https://extraetf.com/es/etf-profile/LU1681039647
UBS ETF CMCI COMPOS. H. EUR,CCEUA,IE - Ireland,EBS*,IE00B58HMN42,https://www.justetf.com/es/etf-profile.html?isin=IE00B58HMN42,https://extraetf.com/es/etf-profile/IE00B58HMN42
UBS ETFS PLC - CMCI COMPOSITE,CCEUIS,IE - Ireland,BVME.ETF*,IE00B5T0R047,https://www.justetf.com/es/etf-profile.html?isin=IE00B5T0R047,https://extraetf.com/es/etf-profile/IE00B5T0R047
UBS ETF CMCI EX AGRI EUR,CCXAE,IE - Ireland,EBS*,IE00BYT5CV85,https://www.justetf.com/es/etf-profile.html?isin=IE00BYT5CV85,https://extraetf.com/es/etf-profile/IE00BYT5CV85
AMUNDI EURO STOXX 50,CD5,LU - Luxembourg,SBF*,LU1681047319,https://www.justetf.com/es/etf-profile.html?isin=LU1681047319,https://extraetf.com/es/etf-profile/LU1681047319
AMUNDI ETF MSCI EUROPE CONSU,CD6,FR - France,BVME.ETF*,FR0010688184,https://www.justetf.com/es/etf-profile.html?isin=FR0010688184,https://extraetf.com/es/etf-profile/FR0010688184
AMUNDI ETF MSCI EMU HIGH DIV,CD8,FR - France,SBF*,FR0010717090,https://www.justetf.com/es/etf-profile.html?isin=FR0010717090,https://extraetf.com/es/etf-profile/FR0010717090
AMUNDI MSCI ERP HI DIV-C,CD9,LU - Luxembourg,SBF*,LU1681041973,https://www.justetf.com/es/etf-profile.html?isin=LU1681041973,https://extraetf.com/es/etf-profile/LU1681041973
AMUNDI NYSE ARCA GOLD BUGS U,CD91,LU - Luxembourg,IBIS*,LU2611731824,https://www.justetf.com/es/etf-profile.html?isin=LU2611731824,https://extraetf.com/es/etf-profile/LU2611731824
AMUNDI MSCI WORLD EX EUR,CE8,LU - Luxembourg,SBF*,LU1681045537,https://www.justetf.com/es/etf-profile.html?isin=LU1681045537,https://extraetf.com/es/etf-profile/LU1681045537
AM MSCI EAST EUR EX RU-ETF A,CEC,LU - Luxembourg,SBF*,LU1900066462,https://www.justetf.com/es/etf-profile.html?isin=LU1900066462,https://extraetf.com/es/etf-profile/LU1900066462
AMUNDI MSCI EU ESG BROAD CTB,CEU,LU - Luxembourg,SBF*,LU1681042609,https://www.justetf.com/es/etf-profile.html?isin=LU1681042609,https://extraetf.com/es/etf-profile/LU1681042609
AMUNDI MSCI EUROPE UCITS DR,CEU2,LU - Luxembourg,SBF*,LU1437015735,https://www.justetf.com/es/etf-profile.html?isin=LU1437015735,https://extraetf.com/es/etf-profile/LU1437015735
ISHARES CORE MSCI EMU EUR-D,CEUD,IE - Ireland,BVME.ETF*,IE00BYXZ2585,https://www.justetf.com/es/etf-profile.html?isin=IE00BYXZ2585,https://extraetf.com/es/etf-profile/IE00BYXZ2585
AMUNDI MSCI EU ESG CTB EUR D,CEUE,LU - Luxembourg,IBIS*,LU2678230652,https://www.justetf.com/es/etf-profile.html?isin=LU2678230652,https://extraetf.com/es/etf-profile/LU2678230652
AMUNDI ETF MSCI FRANCE UCITS,CF1,FR - France,SBF*,FR0010655704,https://www.justetf.com/es/etf-profile.html?isin=FR0010655704,https://extraetf.com/es/etf-profile/FR0010655704
CF WEB 3.0 ETP,CFB3,CH - Switzerland,GETTEX*,CH1263519386,https://www.justetf.com/es/etf-profile.html?isin=CH1263519386,https://extraetf.com/es/etf-profile/CH1263519386
CF MOMENTUM ETP,CFMM,CH - Switzerland,FWB*,CH1263519394,https://www.justetf.com/es/etf-profile.html?isin=CH1263519394,https://extraetf.com/es/etf-profile/CH1263519394
AMUNDI ETF DAX UCITS ETF DR,CG1,FR - France,SBF*,FR0010655712,https://www.justetf.com/es/etf-profile.html?isin=FR0010655712,https://extraetf.com/es/etf-profile/FR0010655712
AMUNDI MSCI EUROPE GROWTH,CG9,LU - Luxembourg,SBF*,LU1681042435,https://www.justetf.com/es/etf-profile.html?isin=LU1681042435,https://extraetf.com/es/etf-profile/LU1681042435
AMUNDI ETF MSCI EUROPE HEALT,CH5,FR - France,SBF*,US1653031088,https://www.justetf.com/es/etf-profile.html?isin=US1653031088,https://extraetf.com/es/etf-profile/US1653031088
WT SHORT CHF LONG EUR 3X DLY,CHE3,JE - Jersey,BVME.ETF*,JE00B3S71Q64,https://www.justetf.com/es/etf-profile.html?isin=JE00B3S71Q64,https://extraetf.com/es/etf-profile/JE00B3S71Q64
WT SHORT CHF LONG EUR,CHEU,JE - Jersey,BVME.ETF*,JE00B3L54023,https://www.justetf.com/es/etf-profile.html?isin=JE00B3L54023,https://extraetf.com/es/etf-profile/JE00B3L54023
UBS MSCI SWITZERLAND EUR-HA,CHEUR,LU - Luxembourg,EBS*,LU1169830103,https://www.justetf.com/es/etf-profile.html?isin=LU1169830103,https://extraetf.com/es/etf-profile/LU1169830103
UBS MSCI SWITZERLAND EUR-HD,CHEURD,LU - Luxembourg,EBS*,LU1169830012,https://www.justetf.com/es/etf-profile.html?isin=LU1169830012,https://extraetf.com/es/etf-profile/LU1169830012
ICBCCS S&P CHINA 500 UCT ETF,CHIN,IE - Ireland,BVME.ETF*,IE0001QF56M0,https://www.justetf.com/es/etf-profile.html?isin=IE0001QF56M0,https://extraetf.com/es/etf-profile/IE0001QF56M0
BNPP MSCI SRI CHINA ETF EUR,CHINE,LU - Luxembourg,SBF*,LU2314312849,https://www.justetf.com/es/etf-profile.html?isin=LU2314312849,https://extraetf.com/es/etf-profile/LU2314312849
AMUNDI MSCI SEMICONDUCTORS E,CHIP,LU - Luxembourg,SBF*,LU1900066033,https://www.justetf.com/es/etf-profile.html?isin=LU1900066033,https://extraetf.com/es/etf-profile/LU1900066033
LYXOR EURSTX600 CHEMICALS,CHM,LU - Luxembourg,SBF*,LU1834983634,https://www.justetf.com/es/etf-profile.html?isin=LU1834983634,https://extraetf.com/es/etf-profile/LU1834983634
CSOP SOURCE FTSE CHINA A50 U,CHNA,IE - Ireland,BVME.ETF*,IE00BGSHB123,https://www.justetf.com/es/etf-profile.html?isin=IE00BGSHB123,https://extraetf.com/es/etf-profile/IE00BGSHB123
UBS ETF USA DIV AR ESG USD D,CHSB,IE - Ireland,IBIS*,IE000JQ2IJD3,https://www.justetf.com/es/etf-profile.html?isin=IE000JQ2IJD3,https://extraetf.com/es/etf-profile/IE000JQ2IJD3
UBS ETF MSCI UNITED KINGDOM,CHSC,LU - Luxembourg,IBIS*,LU1169821029,https://www.justetf.com/es/etf-profile.html?isin=LU1169821029,https://extraetf.com/es/etf-profile/LU1169821029
UBS ETF MSCI SWITZERLAND SRI,CHSR,LU - Luxembourg,IBIS*,FR0000060907,https://www.justetf.com/es/etf-profile.html?isin=FR0000060907,https://extraetf.com/es/etf-profile/FR0000060907
AMUNDI MSCI INDIA UCITS,CI2,LU - Luxembourg,SBF*,LU1681043086,https://www.justetf.com/es/etf-profile.html?isin=LU1681043086,https://extraetf.com/es/etf-profile/LU1681043086
FIRST TRUST CYBERSECURITY,CIBR,IE - Ireland,BVME.ETF*,IE00BF16M727,https://www.justetf.com/es/etf-profile.html?isin=IE00BF16M727,https://extraetf.com/es/etf-profile/IE00BF16M727
RIZE CIRCULAR ECONOMY ETF,CIRC,IE - Ireland,IBIS*,IT0005344996,https://www.justetf.com/es/etf-profile.html?isin=IT0005344996,https://extraetf.com/es/etf-profile/IT0005344996
ISHARES SMART CITY INFR USDA,CITY,IE - Ireland,BVME.ETF*,IE00BKTLJC87,https://www.justetf.com/es/etf-profile.html?isin=IE00BKTLJC87,https://extraetf.com/es/etf-profile/IE00BKTLJC87
AMUNDI MSCI JAPAN ESG CLIMAT,CJ1,LU - Luxembourg,SBF*,LU1602144732,https://www.justetf.com/es/etf-profile.html?isin=LU1602144732,https://extraetf.com/es/etf-profile/LU1602144732
AMUNDI ETF LEVERAGED MSCI US,CL2,FR - France,SBF*,FR0010755611,https://www.justetf.com/es/etf-profile.html?isin=FR0010755611,https://extraetf.com/es/etf-profile/FR0010755611
AM GL AGG GREEN BOND-ETF A,CLIM,LU - Luxembourg,SBF*,LU1563454310,https://www.justetf.com/es/etf-profile.html?isin=LU1563454310,https://extraetf.com/es/etf-profile/LU1563454310
ICLIMA GLOBAL DECARBONISATIO,CLMA,IE - Ireland,BVME.ETF*,IE00BNC1F287,https://www.justetf.com/es/etf-profile.html?isin=IE00BNC1F287,https://extraetf.com/es/etf-profile/IE00BNC1F287
AM GL AGG GREEN BOND-ETF D,CLMD,LU - Luxembourg,BVME.ETF*,LU1563454401,https://www.justetf.com/es/etf-profile.html?isin=LU1563454401,https://extraetf.com/es/etf-profile/LU1563454401
GX CLOUD COMPUTING UCITS,CLOU,IE - Ireland,BVME.ETF*,IE00BMH5YF48,https://www.justetf.com/es/etf-profile.html?isin=IE00BMH5YF48,https://extraetf.com/es/etf-profile/IE00BMH5YF48
AMUNDI MSCI WORLD ESG CLIMAT,CLWD,IE - Ireland,BVME.ETF*,IE000PB4LRO2,https://www.justetf.com/es/etf-profile.html?isin=IE000PB4LRO2,https://extraetf.com/es/etf-profile/IE000PB4LRO2
AMUNDI ETF MSCI WORLD EX EMU,CM9,FR - France,SBF*,FR0010756114,https://www.justetf.com/es/etf-profile.html?isin=FR0010756114,https://extraetf.com/es/etf-profile/FR0010756114
INVESCO BLOOMBERG COMMODITY,CMOD,IE - Ireland,BVME.ETF*,IE00BD6FTQ80,https://www.justetf.com/es/etf-profile.html?isin=IE00BD6FTQ80,https://extraetf.com/es/etf-profile/IE00BD6FTQ80
IVZ BLOOMBERG COMMOD EUR HDG,CMOE,IE - Ireland,BVME.ETF*,IE00BF4J0300,https://www.justetf.com/es/etf-profile.html?isin=IE00BF4J0300,https://extraetf.com/es/etf-profile/IE00BF4J0300
AMUNDI MSCI EMU ESG LEADERS,CMU,LU - Luxembourg,SBF*,LU1602144575,https://www.justetf.com/es/etf-profile.html?isin=LU1602144575,https://extraetf.com/es/etf-profile/LU1602144575
AMUNDI INDEX MSCI EMU - D,CMUD,LU - Luxembourg,SBF*,LU2059756325,https://www.justetf.com/es/etf-profile.html?isin=LU2059756325,https://extraetf.com/es/etf-profile/LU2059756325
CSIF USA BLUE ETF,CMXUS,IE - Ireland,BVME.ETF*,IE00BJBYDR19,https://www.justetf.com/es/etf-profile.html?isin=IE00BJBYDR19,https://extraetf.com/es/etf-profile/IE00BJBYDR19
AMUNDI MSCI NORDIC UCITS,CN1,LU - Luxembourg,SBF*,LU1681044647,https://www.justetf.com/es/etf-profile.html?isin=LU1681044647,https://extraetf.com/es/etf-profile/LU1681044647
AMUNDI MSCI CHINA A UCITS ET,CNAA,FR - France,SBF*,FR0011720911,https://www.justetf.com/es/etf-profile.html?isin=FR0011720911,https://extraetf.com/es/etf-profile/FR0011720911
AM EUR CP BD E-FIN ESG-ETF A,CNB,LU - Luxembourg,SBF*,LU1829218822,https://www.justetf.com/es/etf-profile.html?isin=LU1829218822,https://extraetf.com/es/etf-profile/LU1829218822
AM MSCI CH ESG LEAD SELECT C,CNEG,LU - Luxembourg,SBF*,LU2343997487,https://www.justetf.com/es/etf-profile.html?isin=LU2343997487,https://extraetf.com/es/etf-profile/LU2343997487
UBS ETF MSCI CHINA A USD ACC,CNUA,IE - Ireland,IBIS*,IE00BKFB6K94,https://www.justetf.com/es/etf-profile.html?isin=IE00BKFB6K94,https://extraetf.com/es/etf-profile/IE00BKFB6K94
HSBC MSCI CHINA UCITS ETF,CNY,IE - Ireland,SBF*,IE00B44T3H88,https://www.justetf.com/es/etf-profile.html?isin=IE00B44T3H88,https://extraetf.com/es/etf-profile/IE00B44T3H88
ISHARES MSCI CHINA EUR-H ACC,CNYE,IE - Ireland,BVME.ETF*,IE00099GAJC6,https://www.justetf.com/es/etf-profile.html?isin=IE00099GAJC6,https://extraetf.com/es/etf-profile/IE00099GAJC6
CHINA CNY BONDS UCITS ETF DR,CNYE,LU - Luxembourg,IBIS*,IE00099GAJC6,https://www.justetf.com/es/etf-profile.html?isin=IE00099GAJC6,https://extraetf.com/es/etf-profile/IE00099GAJC6
21SHARES COSMOS ETP,CO1S,CH - Switzerland,IBIS*,CH1145930991,https://www.justetf.com/es/etf-profile.html?isin=CH1145930991,https://extraetf.com/es/etf-profile/CH1145930991
SPARKCHANGE PHYS CARBON EUA,CO2,IE - Ireland,LSEETF*,XS2353177293,https://www.justetf.com/es/etf-profile.html?isin=XS2353177293,https://extraetf.com/es/etf-profile/XS2353177293
WT AT1 COCO ETF EUR HEDGED,COBO,IE - Ireland,BVME.ETF*,IE00BFNNN236,https://www.justetf.com/es/etf-profile.html?isin=IE00BFNNN236,https://extraetf.com/es/etf-profile/IE00BFNNN236
WT COCOA,COCO,JE - Jersey,BVME.ETF*,JE00B2QXZK10,https://www.justetf.com/es/etf-profile.html?isin=JE00B2QXZK10,https://extraetf.com/es/etf-profile/JE00B2QXZK10
WT COFFEE,COFF,JE - Jersey,BVME.ETF*,JE00BN7KB557,https://www.justetf.com/es/etf-profile.html?isin=JE00BN7KB557,https://extraetf.com/es/etf-profile/JE00BN7KB557
LS 1X COIN,COI1,IE - Ireland,LSEETF*,XS2338070282,https://www.justetf.com/es/etf-profile.html?isin=XS2338070282,https://extraetf.com/es/etf-profile/XS2338070282
L&G LONG DATED ALL COMMOD,COMF,IE - Ireland,AEB*,IE00B4WPHX27,https://www.justetf.com/es/etf-profile.html?isin=IE00B4WPHX27,https://extraetf.com/es/etf-profile/IE00B4WPHX27
AM BB EQ-W E-AGRI-ETF E HG A,COMH,LU - Luxembourg,BVME.ETF*,LU1900069219,https://www.justetf.com/es/etf-profile.html?isin=LU1900069219,https://extraetf.com/es/etf-profile/LU1900069219
AM BB EQ-W COM EX-AGRI-ETF A,COMO,LU - Luxembourg,SBF*,LU1829218749,https://www.justetf.com/es/etf-profile.html?isin=LU1829218749,https://extraetf.com/es/etf-profile/LU1829218749
WT COPPER,COPAP,JE - Jersey,SBF*,GB00B15KXQ89,https://www.justetf.com/es/etf-profile.html?isin=GB00B15KXQ89,https://extraetf.com/es/etf-profile/GB00B15KXQ89
WT CORN,CORN,JE - Jersey,BVME.ETF*,JE00BN7KB441,https://www.justetf.com/es/etf-profile.html?isin=JE00BN7KB441,https://extraetf.com/es/etf-profile/JE00BN7KB441
ISHARES GLOBAL CORP,CORP,IE - Ireland,BVME.ETF*,IE00B7J7TB45,https://www.justetf.com/es/etf-profile.html?isin=IE00B7J7TB45,https://extraetf.com/es/etf-profile/IE00B7J7TB45
AMUNDI PEA S&P US CS ESG,COSE,FR - France,SBF*,FR001400KE06,https://www.justetf.com/es/etf-profile.html?isin=FR001400KE06,https://extraetf.com/es/etf-profile/FR001400KE06
